animal_id	WaterLost_CB	OMLost_CB	CO2Lost_CB	Phosphates_CB	Mineral_CB	Phosphates/OM_CB	CO3/Phosphates_CB	WaterLost_MB	OMLost_MB	CO2Lost_MB	Phosphates_MB	Mineral_MB	Phosphates/OM_MB	CO3/Phosphates_MB
1148	10.8774	23.43422	4.44	61.24838	65.68838	2.61363	10.87375	9.76582	47.78691	3.57406	38.87322	42.44728	0.81347	13.7912
1150	11.03701	22.29219	4.84419	61.82661	66.6708	2.77347	11.75268	9.44859	50.19705	2.00278	38.35158	40.35436	0.76402	7.83323
1151	10.18966	23.34113	4.35811	62.11111	66.46921	2.66102	10.52494	10.91718	50.11793	2.56756	36.39733	38.96489	0.72623	10.58137
1152	10.8463	22.91657	4.32159	61.91554	66.23713	2.70178	10.46971	9.38806	56.53731	2.85572	31.21891	34.07463	0.55218	13.72112
1153	10.47013	23.13887	4.10551	62.28549	66.391	2.69181	9.88715	10.82607	43.37525	3.06226	42.73643	45.79869	0.98527	10.74818
1156	11.30161	22.33115	4.21657	62.15067	66.36724	2.78314	10.17665	10.95342	29.82514	4.31455	54.90689	59.22144	1.84096	11.78692
1159	10.61441	22.25581	4.25746	62.87232	67.12979	2.82499	10.1574	11.09211	26.13653	5.07339	57.69797	62.77136	2.20756	13.18953
1160	9.66449	23.40983	4.24044	62.68523	66.92568	2.67773	10.14699	11.35098	37.1558	2.50051	48.99271	51.49322	1.31858	7.65575
1162	9.63107	24.00376	2.97264	63.39253	66.36517	2.64094	7.03389	10.4489	48.16298	3.44959	37.93854	41.38812	0.78771	13.63885
1163	9.81644	23.04916	2.81684	64.31756	67.1344	2.79045	6.56937	11.15817	43.03324	3.17238	42.63622	45.8086	0.99077	11.16087
1164	10.36346	22.92217	4.51508	62.19929	66.71437	2.7135	10.88857	11.21057	29.42488	4.44947	54.91508	59.36455	1.86628	12.15369
1165	10.87343	22.9532	5.83168	60.3417	66.17338	2.6289	14.49665	10.12023	41.24295	3.61455	45.02227	48.63682	1.09164	12.04254
1167	10.60069	23.18459	4.24804	61.96668	66.21471	2.67275	10.28303	9.92606	40.51863	3.39322	46.16209	49.55531	1.13928	11.026
1168	10.34643	23.25072	5.01712	61.38573	66.40285	2.64016	12.25965	8.57233	65.90346	1.88835	23.63586	25.52421	0.35864	11.98402
1169	10.5047	22.6706	4.48708	62.33761	66.8247	2.74971	10.79705	9.73188	50.17125	3.17592	36.92095	40.09687	0.7359	12.90292
1170	10.16338	22.67471	5.41443	61.74747	67.1619	2.72319	13.153	9.7563	58.86662	2.26051	29.11657	31.37708	0.49462	11.64548
1171	10.68147	23.83608	4.06471	61.41774	65.48245	2.57667	9.92722	10.3346	49.36984	2.72327	37.57228	40.29556	0.76104	10.87214
1172	10.9311	22.87347	4.18873	62.0067	66.19543	2.71086	10.13293	10.36872	50.14581	2.90474	36.58072	39.48546	0.72949	11.91096
1174	9.80965	22.19732	5.9211	62.07193	67.99303	2.79637	14.30863	11.75838	36.65286	3.72302	47.86573	51.58876	1.30592	11.66708
1175	11.10276	22.60712	4.18253	62.10759	66.29012	2.74726	10.1015	8.88737	62.00631	2.65329	26.45304	29.10632	0.42662	15.04527
1178	10.1561	23.45099	4.92341	61.4695	66.39291	2.62119	12.01428	10.10523	36.51155	2.45808	50.92514	53.38323	1.39477	7.24029
1179	10.72994	22.29746	4.44158	62.53101	66.9726	2.8044	10.65452	10.4765	56.34364	2.37521	30.80465	33.17986	0.54673	11.56584
1180	11.25717	23.06615	4.13095	61.54573	65.67668	2.66823	10.068	11.06048	40.1057	2.9368	45.89702	48.83382	1.1444	9.59801
1181	9.47985	22.94695	3.13047	64.44272	67.57319	2.80833	7.28663	10.60766	31.58228	3.1671	54.64296	57.81006	1.73018	8.69397
1182	9.15287	23.64492	3.11046	64.09175	67.20221	2.71059	7.27971	13.56347	35.75347	3.89225	46.79082	50.68306	1.30871	12.4776
1183	10.66521	22.55801	4.1288	62.64799	66.77679	2.7772	9.88571	10.23366	51.37125	2.95964	35.43545	38.39509	0.68979	12.52831
1185	10.70871	22.31126	4.67724	62.30279	66.98002	2.79244	11.2609	11.65727	38.32582	4.14882	45.86809	50.01691	1.19679	13.56765
1188	11.90366	22.35276	4.11754	61.62604	65.74358	2.75698	10.02224	10.86657	43.71084	3.31143	42.11116	45.42259	0.9634	11.79531
1189	10.21665	22.40403	4.45648	62.92284	67.37932	2.80855	10.62368	11.04829	37.99374	3.83192	47.12606	50.95798	1.24036	12.19681
1191	10.51463	22.66922	4.7528	62.06336	66.81615	2.73778	11.48697	11.36906	42.45081	3.2189	42.96122	46.18013	1.01202	11.23886
1192	10.09739	22.39491	4.24383	63.26386	67.5077	2.82492	10.06222	11.243	44.98457	2.66268	41.10974	43.77243	0.91386	9.71552
1193	11.13779	22.78672	4.40018	61.67531	66.07549	2.70663	10.70165	9.1759	64.13381	2.21533	24.47497	26.6903	0.38162	13.57712
1194	11.00601	22.92749	4.1044	61.9621	66.06651	2.70252	9.93608	11.17191	33.18397	3.97243	51.67169	55.64412	1.55713	11.53173
1195	10.61938	22.43547	4.65314	62.29201	66.94515	2.7765	11.20483	10.57586	51.57898	2.60697	35.23819	37.84516	0.68319	11.09721
1196	10.11358	22.45907	4.27364	63.15371	67.42735	2.81195	10.15056	11.11789	50.23206	2.5116	36.13844	38.65005	0.71943	10.42492
1197	11.20355	22.5613	4.75746	61.47769	66.23515	2.72492	11.60778	9.04705	61.33768	2.73391	26.88137	29.61527	0.43825	15.25541
1200	10.25334	22.86062	4.54695	62.33908	66.88604	2.72692	10.94086	10.13361	31.12094	3.83047	54.91497	58.74545	1.76457	10.46291
1201	9.29814	23.50253	3.15098	64.04834	67.19932	2.72517	7.37954	10.10132	54.57432	2.16241	33.16195	35.32436	0.60765	9.78112
1203	11.21876	21.68134	4.09405	63.00585	67.0999	2.90599	9.74684							
1206	12.0963	21.79737	3.963	62.14333	66.10633	2.85096	9.56579							
1208	11.20279	20.72056	4.21463	63.86202	68.07666	3.08206	9.89939							
1209	11.21621	21.95594	4.61622	62.21163	66.82785	2.83348	11.13028							
1211	10.50827	22.98103	4.17254	62.33816	66.5107	2.71259	10.0401							
1213	10.83773	22.00049	4.15021	63.01157	67.16178	2.8641	9.87964							
1214	10.62674	21.83827	3.81249	63.72249	67.53498	2.91793	8.97444							
1216	11.05908	21.105	3.74831	64.08761	67.83593	3.03661	8.7731							
1217	10.77797	22.50575	3.82845	62.88783	66.71628	2.7943	9.13161							
1219	10.87487	21.54335	4.26543	63.31635	67.58178	2.93902	10.10503							
1220	11.86752	21.91007	3.86343	62.35898	66.22241	2.84613	9.2932							
1221	9.95265	23.87724	2.98952	63.18059	66.1701	2.64606	7.09755	10.99208	42.078	3.04573	43.88419	46.92992	1.04292	10.41057
1222	9.31705	24.62687	3.17855	62.87753	66.05608	2.55321	7.58272	9.65423	45.94142	2.4093	41.99506	44.40435	0.9141	8.60564
1223	11.37663	21.57141	4.41747	62.63448	67.05195	2.90359	10.57916							
1224	10.68534	22.00961	3.94143	63.36362	67.30505	2.87891	9.33051	--	--	--	--	--	--	--
1225	11.55123	22.04325	3.87676	62.52876	66.40552	2.83664	9.29994	--	--	--	--	--	--	--
1226	10.74791	22.65202	3.8979	62.70217	66.60007	2.76806	9.32479	--	--	--	--	--	--	--
1229	11.7603	21.8681	4.03301	62.33859	66.3716	2.85066	9.70429	--	--	--	--	--	--	--
1230	10.56676	22.02026	3.84191	63.57107	67.41298	2.88694	9.06523	--	--	--	--	--	--	--
1231	11.01642	22.19128	4.08104	62.71125	66.7923	2.82594	9.76151	--	--	--	--	--	--	--
1232	11.57542	21.57423	3.89476	62.95559	66.85035	2.91809	9.27977	--	--	--	--	--	--	--
1234	11.17655	21.33945	3.93567	63.54833	67.484	2.97797	9.28979	--	--	--	--	--	--	--
1235	11.04557	22.18879	3.81006	62.95558	66.76564	2.83727	9.07796	--	--	--	--	--	--	--
1236	10.27503	21.69796	4.30012	63.72689	68.02701	2.937	10.1216	--	--	--	--	--	--	--
1237	10.77704	21.94524	3.66046	63.61726	67.27772	2.89891	8.63082	--	--	--	--	--	--	--
	10.57729	21.48659	4.11412	63.822	67.93612	2.97032	9.66936	--	--	--	--	--	--	--
	10.52371	23.36693	2.60679	63.50257	66.10936	2.71763	6.15753	9.52635	42.41276	2.79118	45.26972	48.0609	1.06736	9.24849
1242	9.38965	23.56454	3.0612	63.98461	67.04581	2.71529	7.17642	11.04504	24.80178	4.53245	59.62073	64.15318	2.40389	11.40321
1244	10.48004	21.6727	4.66683	63.18042	67.84725	2.91521	11.07978	--	--	--	--	--	--	--
1245	11.14166	21.61939	4.18707	63.05189	67.23895	2.91645	9.961	--	--	--	--	--	--	--
1246	10.94321	21.13842	4.51607	63.4023	67.91837	2.99939	10.68433	--	--	--	--	--	--	--
1247	11.11677	21.52965	4.13787	63.21571	67.35358	2.93622	9.81845	--	--	--	--	--	--	--
1248	9.96046	22.36954	4.15456	63.51543	67.66999	2.83937	9.81154	--	--	--	--	--	--	--
1249	10.90572	22.15293	4.04157	62.89978	66.94135	2.83934	9.63813	--	--	--	--	--	--	--
1250	11.14967	21.4967	4.08984	63.26379	67.35363	2.94295	9.69712	--	--	--	--	--	--	--
1251	10.50238	21.27116	4.72782	63.49864	68.22646	2.9852	11.16832	--	--	--	--	--	--	--
1254	10.51244	21.98927	4.48268	63.01562	67.49829	2.86574	10.67039	--	--	--	--	--	--	--
1256	10.40097	21.69273	4.76768	63.13861	67.9063	2.91059	11.32671	--	--	--	--	--	--	--
1257	11.08041	21.62387	4.46856	62.82717	67.29572	2.90545	10.66869	--	--	--	--	--	--	--
1258	10.97855	21.97369	3.84488	63.20289	67.04777	2.8763	9.12508	--	--	--	--	--	--	--
1260	10.73108	22.11134	4.29679	62.86079	67.15758	2.84292	10.25311	--	--	--	--	--	--	--
1261	11.30445	21.97795	3.93684	62.78076	66.7176	2.85653	9.40616	--	--	--	--	--	--	--
1262	11.15458	21.39913	3.96644	63.47984	67.44629	2.96647	9.37253	--	--	--	--	--	--	--
1263	10.00606	22.74487	2.83378	64.41529	67.24907	2.83208	6.59886	--	--	--	--	--	--	--
1264	10.46061	22.3259	4.08001	63.13347	67.21348	2.82781	9.69378							
1265	9.29961	23.30925	3.16699	64.22415	67.39114	2.75531	7.39672	8.99534	60.67965	1.96565	28.35937	30.32502	0.46736	10.39682
1267	11.63012	21.56035	3.758	63.05154	66.80953	2.92442	8.9403							
1270	12.21269	20.03678	5.98345	61.76708	67.75053	3.08269	14.53068							
1271	10.45949	22.25627	3.84868	63.43555	67.28423	2.85023	9.10061							
1273	11.18209	21.96666	3.76164	63.08961	66.85125	2.87206	8.94357							
1274	10.33513	21.78367	3.99619	63.88501	67.88119	2.9327	9.38292							
1275	10.72959	21.99413	4.0524	63.22387	67.27627	2.87458	9.6144							
1276	10.94474	22.14378	4.13899	62.77249	66.91148	2.83477	9.89046							
1277	11.09353	21.89185	4.19526	62.81935	67.01461	2.86953	10.01745							
1278	10.57302	21.99164	4.28173	63.1536	67.43534	2.87171	10.16981							
1279	10.53632	21.60342	4.28979	63.57047	67.86026	2.94261	10.12213							
1281	9.52159	23.43364	3.01821	64.02655	67.04476	2.73225	7.071	6.26107	58.70597	3.87641	31.15654	35.03295	0.53072	18.66257
1282	9.11252	23.83514	3.14981	63.90253	67.05234	2.68102	7.39363							
1286	10.54408	21.28207	4.50477	63.66908	68.17385	2.99168	10.61294							
1287	8.94775	22.23816	4.83704	63.97705	68.81409	2.8769	11.34087	9.53653	48.36212	2.23454	39.86681	42.10135	0.82434	8.40753
1288	11.45439	21.90613	4.62461	62.01487	66.63948	2.83094	11.18589							
1291	11.72905	21.18898	3.63058	63.45139	67.08197	2.99455	8.58274							
1293	10.72513	22.38952	4.32143	62.56392	66.88535	2.79434	10.36083							
1294	9.78191	22.00624	4.14916	64.06269	68.21185	2.91111	9.71508							
1299	9.46718	22.92767	4.52905	63.0761	67.60515	2.75109	10.77044	8.49112	68.73205	1.87562	20.90121	22.77683	0.3041	13.4606
1301	9.245	23.31195	3.18951	64.25354	67.44306	2.75625	7.44593	10.09702	39.65771	2.95416	47.29111	50.24527	1.19248	9.37014
1302	9.46801	23.63695	2.9932	63.90184	66.89504	2.70347	7.02609	10.91083	34.11285	3.0159	51.96042	54.97632	1.52319	8.70633
1308	8.89792	23.03445	5.00973	63.05791	68.06764	2.73755	11.91697							
1314	9.51216	23.4721	4.56095	62.45479	67.01574	2.66081	10.9542	6.8756	54.04801	3.08372	35.99267	39.07639	0.66594	12.85146
1315	9.48464	22.07728	4.79373	63.64435	68.43808	2.8828	11.29809	9.92322	47.08352	4.9409	38.05236	42.99326	0.80819	19.4767
1317	8.58613	23.77373	4.87036	62.76978	67.64013	2.6403	11.63862	10.50541	40.67111	2.84482	45.97866	48.82348	1.1305	9.2809
1324	9.54828	23.60886	2.94604	63.89682	66.84286	2.70648	6.91593	7.24106	46.7525	3.87504	42.1314	46.00644	0.90116	13.79627
1327	9.07197	24.05462	2.99931	63.8741	66.87341	2.65538	7.04348	10.8077	49.36933	2.38991	37.43306	39.82297	0.75823	9.57673
1330	9.38381	24.29309	4.49225	61.83084	66.32309	2.5452	10.89808	8.89343	62.44656	2.20314	26.45688	28.66002	0.42367	12.4909
1337	9.00301	23.96073	4.65924	62.37703	67.03627	2.6033	11.20421	12.10949	28.6889	4.08581	55.1158	59.20162	1.92115	11.11972
1341	8.20574	23.66307	5.56961	62.56158	68.13119	2.64385	13.35391	5.96777	53.58597	3.97114	36.47512	40.44625	0.68068	16.33087
1342	9.64206	22.84735	4.47829	63.0323	67.51059	2.75885	10.65713	11.16153	33.78364	3.46781	51.58701	55.05482	1.52698	10.08339
1343	8.65927	22.97825	4.62828	63.7342	68.36247	2.77367	10.89276	10.64501	39.36039	2.99911	46.99548	49.99459	1.19398	9.57256
1344	9.01374	23.76891	4.64404	62.57331	67.21735	2.63257	11.13264	7.49776	54.41734	3.49278	34.59212	38.0849	0.63568	15.14556
1345	9.65788	23.341	4.3541	62.64702	67.00112	2.68399	10.42532	10.45105	41.7705	2.7615	45.01695	47.77845	1.07772	9.20154
1346	9.80513	23.03486	4.57545	62.58457	67.16002	2.71695	10.96623	12.07885	37.23065	3.31272	47.37779	50.6905	1.27255	10.4882
1347	13.07522	22.13687	4.2688	60.51911	64.78792	2.73386	10.58047	7.12217	51.95844	3.57368	37.34572	40.9194	0.71876	14.35376
1348	9.5836	22.63216	4.58722	63.19703	67.78425	2.79236	10.8879	9.87599	34.17317	3.52393	52.42691	55.95084	1.53415	10.08241
1349	9.25318	23.66628	3.28903	63.79152	67.08055	2.69546	7.73386	10.29068	51.05545	3.01497	35.6389	38.65386	0.69804	12.68965
1351	9.17616	23.53056	3.2789	64.01438	67.29328	2.72048	7.6832							
1352	9.84035	22.71817	4.4366	63.00487	67.44148	2.77333	10.56253	12.03848	22.82706	3.88001	61.25445	65.13446	2.68341	9.50137
1354	9.74688	22.45288	4.73459	63.06565	67.80024	2.8088	11.2611	11.24444	38.70473	2.93985	47.11098	50.05083	1.21719	9.36041
1355	9.31424	23.44792	3.99629	63.24155	67.23784	2.69711	9.47863	6.85841	55.03114	2.96351	35.14695	38.11046	0.63867	12.64765
1356	9.07908	22.28169	5.11932	63.51992	68.63923	2.85077	12.08909							
1359	9.628	22.06599	5.57949	62.72653	68.30602	2.84268	13.34242	9.18632	59.10426	2.25447	29.45495	31.70942	0.49836	11.48094
1361	9.72766	23.65443	1.84461	64.77331	66.61792	2.73832	4.27168	7.82918	31.2745	6.39363	54.50268	60.89631	1.74272	17.59628
1362	9.18765	23.07102	4.21143	63.5299	67.74133	2.75367	9.94357	10.15912	53.25581	2.3827	34.20237	36.58507	0.64223	10.44972
1364	9.80067	23.80755	2.9424	63.44939	66.39178	2.6651	6.95609	11.23342	40.28225	2.82811	45.65622	48.48434	1.13341	9.29154
1365	8.85297	22.93254	4.87673	63.33776	68.21449	2.76192	11.54933	10.37216	31.26523	3.2445	55.11811	58.36262	1.76292	8.82969
1366	9.2848	22.64751	4.86895	63.19874	68.06769	2.79054	11.55629	10.09789	45.88933	2.5511	41.46168	44.01278	0.90351	9.22936
1370	9.02705	23.81714	4.54938	62.60643	67.15581	2.62863	10.89996	7.62149	54.54507	4.11903	33.71441	37.83344	0.6181	18.32614
1371	9.1326	23.53044	4.22764	63.10932	67.33696	2.68203	10.04838	10.41588	41.35838	3.93253	44.29321	48.22573	1.07096	13.31759
1372	8.77139	23.74777	4.6102	62.87064	67.48084	2.64743	10.99926	7.68185	42.27018	3.87157	46.17639	50.04796	1.09241	12.57646
1373	10.09591	21.39683	4.61729	63.88997	68.50725	2.98595	10.8404	10.29615	35.24495	3.76418	50.69471	54.4589	1.43835	11.1378
1374	9.4734	23.17283	3.31874	64.03502	67.35376	2.76337	7.77405	10.74824	31.69954	4.0217	53.53051	57.55221	1.68868	11.26937
1375	9.3133	23.1705	4.39231	63.12389	67.5162	2.72432	10.43737	7.6756	40.54153	4.10555	47.67732	51.78287	1.17601	12.91669
1381	9.77546	21.93674	4.65624	63.63156	68.2878	2.90068	10.97625							
1382	9.14368	23.04839	4.2565	63.55143	67.80793	2.7573	10.04659	11.11431	30.23523	4.85577	53.79469	58.65046	1.77921	13.53972
1383	9.04943	23.86327	4.25848	62.82882	67.08729	2.63287	10.16685	11.1705	40.46028	3.47934	44.88988	48.36922	1.10948	11.62624
1386	9.62131	23.75376	4.9511	61.67383	66.62493	2.59638	12.04181	10.47179	35.57671	2.90675	51.04475	53.9515	1.43478	8.54176
1389	9.45503	23.69484	3.09229	63.75783	66.85013	2.69079	7.27509	10.18356	35.2696	3.1434	51.40344	54.54685	1.45744	9.17274
1390	9.59116	23.46613	3.06677	63.87594	66.94271	2.72205	7.20171	7.47241	51.52742	3.40432	37.59586	41.00018	0.72963	13.58256
1391	9.20007	23.07414	4.53551	63.19028	67.72579	2.73858	10.76632	9.04895	55.70421	3.66625	31.58058	35.24684	0.56693	17.41379
1393	8.58079	23.00182	4.33049	64.08689	68.41738	2.78617	10.13583	6.51641	48.06808	4.35449	41.06102	45.41552	0.85423	15.90739
1394	9.7924	22.63506	4.41614	63.1564	67.57254	2.7902	10.48857	7.61771	58.19957	3.43767	30.74505	34.18272	0.52827	16.77181
1395	8.4936	23.97147	4.4237	63.11122	67.53493	2.63276	10.51407	6.79816	63.93792	2.98946	26.27446	29.26392	0.41094	17.06671
1397	9.24646	23.19202	4.41357	63.14795	67.56152	2.72283	10.48387	7.35827	51.33265	3.84383	37.46525	41.30908	0.72985	15.38958
1398	8.90474	23.97023	4.10182	63.0232	67.12503	2.62923	9.76265	10.27926	48.3617	2.64362	38.71543	41.35904	0.80054	10.2425
1399	9.4435	22.9041	4.86619	62.7862	67.6524	2.74126	11.62563	6.57062	47.19317	4.2725	41.96371	46.23621	0.88919	15.27213
1400	9.1252	23.64771	4.48662	62.74047	67.22709	2.65313	10.72662	7.49878	47.01161	4.06908	41.42053	45.48961	0.88107	14.73574
1402	9.93715	23.06519	4.03614	62.96153	66.99766	2.72972	9.61572	6.11393	51.16101	3.99216	38.7329	42.72506	0.75708	15.46035
1405	9.55595	22.70787	4.62209	63.11408	67.73617	2.77939	10.98508	9.27643	59.43304	2.04701	29.24352	31.29054	0.49204	10.49984
1406	8.81418	24.49489	3.47571	63.21521	66.69092	2.58075	8.24732	7.92452	42.07036	4.56395	45.44118	50.00513	1.08012	15.06545
1407	9.94439	22.97977	4.26785	62.80799	67.07584	2.73319	10.19262	6.77884	59.25433	4.60396	29.36287	33.96683	0.49554	23.51931
1410	8.75762	23.37362	4.09532	63.77344	67.86876	2.72844	9.63252	11.4036	41.85131	2.81024	43.93485	46.7451	1.04978	9.59459
1411	8.91172	23.18726	4.38224	63.51878	67.90102	2.73938	10.3487	7.35804	54.7221	3.59241	34.32746	37.91987	0.62731	15.69767
1412	9.29647	22.81387	4.14561	63.74406	67.88967	2.79409	9.75529	9.54214	53.93847	2.24788	34.27151	36.51939	0.63538	9.83856
1415	9.14093	24.01361	3.09153	63.75393	66.84546	2.65491	7.27374	10.08401	49.20246	2.60178	38.11176	40.71353	0.77459	10.24005
1416	9.48263	23.07368	2.72489	64.71879	67.44369	2.80487	6.31554	7.55622	45.82582	3.62188	42.99608	46.61796	0.93825	12.63562
1418	8.75602	23.19303	4.54062	63.51033	68.05095	2.73834	10.72413	10.75696	44.51061	2.6581	42.07433	44.73244	0.94527	9.47646
1420	9.26303	23.26309	3.91413	63.55976	67.47389	2.73222	9.23727	10.55471	51.04665	2.70059	35.69805	38.39864	0.69932	11.34765
1421	8.99435	23.43105	4.8692	62.7054	67.5746	2.67617	11.6478	10.99249	56.43282	1.67371	30.90099	32.57469	0.54757	8.12453
1422	8.69966	22.85321	4.3995	64.04763	68.44713	2.80257	10.30365							
1423	9.09453	23.51053	4.96065	62.4343	67.39495	2.65559	11.91809	7.35709	55.67959	2.74166	34.22166	36.96332	0.61462	12.01721
1424	9.30105	23.50239	4.62936	62.56721	67.19656	2.66216	11.09852	12.30545	34.02975	2.76777	50.89703	53.6648	1.49566	8.15696
1425	8.56456	23.40943	4.27255	63.75346	68.02601	2.72341	10.05252	8.5995	62.01492	2.06937	27.31621	29.38558	0.44048	11.36344
1427	9.43191	23.3824	3.30597	63.87971	67.18568	2.73196	7.76295	8.98761	47.08502	2.98064	40.94673	43.92737	0.86963	10.91898
1428	9.32211	23.99627	3.27369	63.40794	66.68162	2.64241	7.74435	6.44789	51.49446	4.16851	37.88914	42.05765	0.73579	16.50281
1429	8.99041	22.47397	4.61781	63.91781	68.53562	2.84408	10.83691	10.30695	44.62628	3.17266	41.89411	45.06677	0.93878	11.35955
1433	8.56699	22.49356	4.77284	64.16661	68.93945	2.85267	11.15729	10.63305	42.20725	3.73089	43.42881	47.15971	1.02894	12.88624
1434	9.17001	22.05153	4.65865	64.11982	68.77847	2.90773	10.8983	10.48516	41.59934	3.05871	44.85678	47.9155	1.07831	10.22826
1438	8.89096	22.73207	4.75129	63.62568	68.37697	2.79894	11.20134	9.16763	62.9603	2.39739	25.47468	27.87208	0.40462	14.11632
1439	9.28107	23.16971	4.58263	62.96659	67.54922	2.71763	10.91681	--	--	--	--	--	--	--
1440	9.81923	24.37109	4.37409	61.43559	65.80968	2.52084	10.6797	14.15255	42.35624	2.3735	41.1177	43.49121	0.97076	8.65869
1443	8.63637	23.60632	3.54007	64.21724	67.75731	2.72034	8.26897	9.27277	57.73599	2.15149	30.83976	32.99125	0.53415	10.46453
1444	9.56435	23.99473	3.15013	63.29079	66.44092	2.6377	7.46585	9.76201	42.34531	3.31458	44.5781	47.89269	1.05273	11.15317
1459	9.38084	23.40925	3.1258	64.08411	67.20991	2.73755	7.31649	10.11932	39.19156	2.75645	47.93266	50.68911	1.22304	8.62601
1460	9.11399	23.18859	3.37543	64.32198	67.69742	2.77386	7.87157	10.02962	38.55915	2.90087	48.51037	51.41123	1.25808	8.96983
1474	8.80921	23.493	3.43591	64.26189	67.6978	2.73536	8.0201	9.9905	41.80998	2.89786	45.30166	48.19952	1.08351	9.59522
1476	9.02655	24.27939	3.28487	63.40919	66.69406	2.61165	7.77065	9.22955	57.95965	2.26638	30.54442	32.81079	0.52699	11.1299
1496	9.11241	23.98047	2.99355	63.91357	66.90712	2.66523	7.02561	8.90564	64.64465	1.86648	24.58323	26.44971	0.38028	11.38871
1498	8.55489	23.95052	3.36866	64.12592	67.49458	2.67743	7.8798	9.47935	50.2926	2.83993	37.38812	40.22806	0.74341	11.39372
1501	8.18227	23.7601	3.60892	64.44871	68.05763	2.71248	8.39951	8.87234	57.44277	2.3443	31.3406	33.68489	0.5456	11.2201
1504	9.18386	24.09859	3.35657	63.36099	66.71755	2.62924	7.9463							
1516	9.07279	24.79767	3.02588	63.10366	66.12954	2.54474	7.19265	9.98668	51.79533	2.02841	36.18958	38.21799	0.6987	8.40745
